Answer_original,Score_original,Score_final,score_difference
"SELECT name,COUNT(Performs.track_id) FROM Track,Artist,Performs,Release WHERE Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id AND Track.album_id=Release.album_id  GROUP BY name HAVING COUNT(Perfoms.track_id)>=3 ORDER BY release_date DESC;",0.0,0.25,0.25
"SELECT name, COUNT(Track.track_id) AS distinct_tracks FROM Artist, Performs, Track WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id GROUP BY name HAVING distinct_tracks >= 3 ORDER BY distinct_tracks DESC;",0.5,0.25,-0.25
"CREATE VIEW tracks_per_artist AS SELECT A.artist_id, P.name, COUNT(P.track_id) AS track_count FROM Artist A, Performs P WHERE A.artist_id = P.artist_id GROUP BY A.artist_id;  SELECT * FROM tracks_per_artist WHERE trak_count > 2 ORDER BY track_count",0.0,0.25,0.25
"SELECT DISTINCT Artist.name, COUNT (Track.song) FROM Artist, Track WHERE(   SELECT Artist.artist_id   FROM Artist   WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id   HAVING COUNT (Track.track_id) >= 3);",0.0,0.25,0.25
"select a.name, count(t.track_id) as c from Track t, Performs p, Artist a where t.track_id=p.track_id and p.artist_id=a.artist_id group by a.name having c>=3 order by c desc;",0.5,0.25,-0.25
"SELECT Artist.name, COUNT(DISTINCT Track.track_id) as no_of_tracks FROM Artist JOIN Performs ON Performs.artist_id = Artist.artist_id JOIN Track ON Track.track_id = Performs.track_id GROUP BY Artist.name, Track.track_id HAVING no_of_tracks >= 3 ORDER BY no_of_tracks DESC;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(Track.track_id) FROM Artist, Track GROUP BY artist_id, Artist.name HAVING COUNT(Track.track_id) > 2 ORDER BY COUNT(Track.track_id) DESC;",0.0,0.25,0.25
"SELECT name, song FROM Artist, Track WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id GROUP BY Track.song WHERE song >= 3 ORDER BY DESC;",0.0,0.0,0.0
"SELECT a.name, COUNT(t.track_id) FROM Artists a LEFT JOIN (SELECT DISTINCT p.artist_id,p.track_id FROM Performs p) t  ON (t.artist_id = a.artist_id) GROUP BY t.artist_id ORDER BY COUNT(t.track_id) DESC;",0.0,0.25,0.25
"CREATE VIEW count AS SELECT COUNT(artist_id) FROM Performs WHERE NOT track_id= track_id;  SELECT Artist.name, Performs.count FROM Artist, Performs WHERE count>=3;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(Performs.artist_id) FROM Artist, Performs WHERE Artist.artist_id=Performs.artist_id AND COUNT(Performs.artist_id) >= 3  ORDER BY COUNT (Performs.artist_id) DESC;",0.0,0.25,0.25
"SELECT DISTINCT A.name, SUM(P.track_id) FROM Artist A, Performs P WHERE A.artist_id = P.artist_id GROUP BY A.name HAVING COUNT(*) >= 3 ORDER BY DESC;",0.0,0.125,0.125
"SELECT name, COUNT(Track.track_id) FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id  GROUP BY name Having COUNT(Track.track_id) >= 3 ORDER BY COUNT(Track.track_id) DESC;",0.5,0.25,-0.25
"SELECT Ar.name, SUM(*) FROM Artist Ar, Track T, Album Al WHERE T.album_id = Al.album_id AND Al.artist_id = Ar.artist_id GROUP BY Ar.name",0.0,0.25,0.25
"SELECT name, COUNT(Performs.artist_id) FROM Artist, Performs WHERE Artist.artist_id=Performs.artist_id AND COUNT(Performs.artist_id)>2 GROUP BY Performs.artist_id ORDER BY COUNT(Performs.artist_id);",0.0,0.25,0.25
"SELECT name, COUNT(*) FROM ( SELECT DISTINCT (name, track_id) FROM Artist A, Performs P WHERE A.artist_id=P.artist_id ) GROUP BY name ORDER BY COUNT(*) DESC;",0.0,0.0,0.0
"SELECT name, COUNT(track_id) AS co FROM Performs NATURAL JOIN Artist  GROUP BY name HAVING co>=3 ORDER BY co DESC;",0.5,0.25,-0.25
"SELECT  Artist.name, COUNT(DISTINCT Performs.track_id) FROM Artist. Performs WHERE Artist.artist_id = Performs.artist_id  HAVING COUNT(DISTINCT Performs.track_id) >= 3 GROUP BY Artist.name ORDER BY COUNT(DISTINCT Performs.track_id) DESC;",0.0,0.0,0.0
"SELECT a.name, COUNT(*) AS trackNumber FROM Artist a, Track t, Performs p WHERE a.artist_id = p.artist_id  AND p.track_id = t.track_id GROUP BY a.name HAVING COUNT(*) >= 3 ORDER BY trackNumber DESC ;",0.5,0.25,-0.25
"SELECT name, COUNT(p.track_id) AS Count FROM Artist a  LEFT JOIN Performs p ON a.artist_id = p.artist_id  GROUP BY a.artist_id, p.track_id HAVING COUNT(artist_id > 3) ORDER BY Count desc LIMIT 5;",0.0,0.25,0.25
"SELECT A.name, COUNT(DISTINCT P.track_id) FROM Artist AS A, Performs AS P WHERE A.artist_id = P.artist_id GROUP BY A.name HAVING COUNT(DISTINCT P.track_id) >= 3 ORDER BY COUNT(DISTINCT P.track_id) DESC;",1.0,1.0,0.0
"SELECT A.name, COUNT(T.track_id) FROM Artist A, Track T, Performs P, Release R WHERE T.track_id=P.track_id AND P.artist_id=A.artist_id AND R.album_id=T.album_id HAVING COUNT(T.track_id)>=3 ORDER BY R.release_date DESC;",0.0,0.25,0.25
"SELECT A.name, COUNT(P.track_id) AS counter FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND counter>2 GROUP BY counter DESC",0.0,0.0,0.0
"SELECT name, COUNT(DISTINCT track_id) FROM Artist, Performs  WHERE COUNT(DISTINCT track_id) >= 3 ORDER BY COUNT(DISTINCT track_id) DESC;",0.0,0.25,0.25
"SELECT A.name AS name, COUNT(P.track_id) AS distinct_tracks_played FROM Artist A, Performs P, Release R WHERE A.artist_id = P.artist_id AND distinct_tracks_played >= 3 AND R.album_id = T.album_id ORDER BY R.release_date DESC;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(*) FROM Artist, (SELECT DISTINCT artist_id, track_id FROM Performs) AS Pair WHERE Artist.artist_id = Pair.artist_id GROUP BY Artist.name HAVING COUNT(*) >= 3 ORDER BY COUNT(*)  DESC;",1.0,1.0,0.0
"SELECT name, COUNT(track_id) FROM Performs GROUP BY artist_id HAVING COUNT(track_id)>=3 ORDER BY COUNT(track_id) DESC;",0.0,0.25,0.25
"select Artist.name, Count(distinct Track.track_id) as played from Artist join Performs on Performs.artist_id = Artist.artist_id  join Track on Track.track_id = Performs.track_id  group by Artist.name  having played >= 3  order by desc",0.0,0.125,0.125
"SELECT DISTINCT A.name, COUNT(T.track_id) FROM Track T, Artist A, Performs P WHERE P.artist_id = A.artist_id AND T.track_id = P.track_id HAVING COUNT(T.track_id) >= 3  LIMIT 5 ;",0.0,0.25,0.25
"SELECT name, COUNT(artist_id) FROM Artist, Performs WHERE COUNT(Performs.artist_id) >= 3 ORDER BY name;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(Prefroms.artist_id) FROM Artist, Preforms  WHERE DISTINCT Preforms.track_id AND COUNT => 3 ASC ;",0.0,0.0,0.0
"SELECT A.name, COUNT(DISTINCT P.track_id) FROM Artist A INNER JOIN Performs P ON A.artist_id = P.artist_id WHERE P.role IS NOT NULL GROUP BY A.name HAVING COUNT(DISTINCT P.track_id) >= 3 ORDER BY COUNT(DISTINCT P.track_id) DESC;",1.0,1.0,0.0
"select distinct Artist.name, count(Track) from Artist JOIN Performs on Artist.artist_id=Performs.artist_id JOIN on Track on Performs.track_id=Track.Track_id  JOIN Release on Release.album_id=track.album_id order by Release.release_date desc",0.0,0.0,0.0
"SELECT A.name, COUNT(*) AS distinct_tracks FROM Artist A, Performs P WHERE A.artist_id=P.artist_id  GROUP BY A.name HAVING distinct_tracks >= 3 ORDER BY A.birth_date DESC;",0.5,0.25,-0.25
"SELECT name, COUNT(track_id) FROM Artist, Performs  WHERE Artist.artist_id = Performs.artist_id  AND track_id IN(SELECT DISTINCT track_id FROM Performs) GROUP BY name  HAVING COUNT(track_id) >=3 ORDER BY COUNT(track_id) DESC;",0.5,0.25,-0.25
"SELECT artist_id ,  name, track_id FROM Track, Artist  WHERE artist_id <= 3 track_id",0.0,0.0,0.0
"SELECT name, COUNT(track_id) AS total  FROM Artist A, Performs P  GROUP BY A.name HAVING A.artist_id = P.artist_id  AND COUNT(track_id) >= 3  ORDER BY total DESC;",0.0,0.25,0.25
"SELECT name, COUNT(*) FROM Artist NATURAL JOIN Performs GROUP BY name HAVING COUNT(*) >= 3;",0.5,0.25,-0.25
"SELECT Artist.name, COUNT(Performs.track) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY Artist.name HAVING COUNT(Performs.track) > 3 ORDER BY COUNT(Performs.track) DESC;",0.0,0.25,0.25
"SELECT DISTINCT Artist.name, SUM(Performs.track_id) FROM Artist, Performs, Performs AS Performs2, Performs AS Performs3 WHERE Artist.artist_id = Performs.artist_id AND Performs.artist_id = Performs2.artist_id AND Performs2.artist_id = Performs3.artist_id AND NOT Performs.track_id = Performs2.track_id AND NOT Performs2.track_id = Performs3.track_id ORDER BY SUM(Performs.track_id) DESC;",0.0,0.25,0.25
"WITH ArtistAndPlayCount (artist_id, count) AS (  WITH PerformsModRole (artist_id, track_id) AS (   SELECT DISTINCT artist_id, track_id FROM Performs   )   SELECT artist_id, COUNT(*) AS count   FROM PerformsModRole   GROUP BY artist_id  ) SELECT Artist.name, ArtistAndPlayCount.count FROM ArtistAndPlayCount, Artist WHERE ArtistAndPlayCount.artist_id = Artist.artist_id AND ArtistAndPlayCount.count >= 3 ORDER BY ArtistAndPlayCount.count DESC; -- I sooo hope nested with as statements are legal...",1.0,1.0,0.0
"SELECT name, COUNT(Track.track_id) FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id GROUP BY name HAVING COUNT(Track.track_id) >= 3 ORDER BY COUNT(Track.track_id) DESC;",0.5,0.25,-0.25
"SELECT Artist.name, COUNT(*) AS amount FROM Artist, Performs WHERE Performs.artist_id = Artist.artist_id GROUP BY Artist.name HAVING COUNT(*) >= 3 ORDER BY amount DESC",0.5,0.25,-0.25
"SELECT name, COUNT(track_id) FROM Artist A, Performs P WHERE A.artist_id=P.artist_id HAVING COUNT(track_id)>=3 GROUP BY name ORDER BY COUNT(track_id) DESC;",0.0,0.0,0.0
"SELECT Artist.name, COUNT(Track) AS NumberOfTracks FROM Artist, Track, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id GROUP BY Artist.name HAVING SUM(NumberOfTracks) >= 3 ORDER BY NumberOfTracks DESC;",0.0,0.25,0.25
"SELECT name, COUNT(role) FROM Artist JOIN Performs ON Artist.artist_id = Performs.artist_id WHERE role > 3 ORDER BY COUNT(role);",0.0,0.25,0.25
"SELECT DISTINCT name FROM Artist A, Release R, Track T WHERE A.artist_id IN (   SELECT artist_id   FROM Artist A   WHERE (SELECT track_id   FROM Track   HAVING COUNT(*)  >= 3   )   ) INTERSECTION (   SELECT DISTINCT COUNT(track_id)   FROM Artist A, Track T   ) AND ORDER BY COUNT(track_id);",0.0,0.0,0.0
"select distinct name, count(track_id) from Artist, Performs where Artist.artist_id = Performs.artist_id  group by name having count(track_id) >= 3 order count(track_id) by desc;",0.0,0.0,0.0
"SELECT name, COUNT(DISTINCT track_id) AS no_tracks FROM Performs GROUP BY name HAVING no_tracks>=3;",0.0,0.25,0.25
"SELECT Artist.name,  COUNT(Track.track_id) FROM Artist, Track, Album WHERE Album.album_id = Track.album_id AND Artist.artist_id = Track.artist_id AND COUNT(Track.track_id) >= 3 LIMIT 1;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(Track.track_id) FROM Track, Artist, Performs GROUP BY Artist.name HAVING COUNT(Track.track_id)>=3 ORDER BY COUNT(Track.track_id) DESC;",0.0,0.25,0.25
"SELECT A.name, COUNT(T.track_id) > 3 FROM Artist A, Track T JOIN Performs P ON A.artist_id = P.artist_id WHERE T.track_id = P.track_id ORDER BY COUNT(T.track_id) DESC;",0.0,0.25,0.25
"SELECT name, count(Performs.track_id) FROM Artist, Performs WHERE Performs.artist_id = Artist.artist_id AND count(Performs.track_id) >= 3 ORDER BY count(Performs.track_id)",0.0,0.25,0.25
"SELECT Artist.name, COUNT(Performs.track_id) FROM Artist NATURAL JOIN Performs WHERE COUNT(Performs.track_id) > 2 GROUP BY Artist.name ORDER BY COUNT(Performs.track_id) DESC;",0.0,0.25,0.25
"SELECT A.name, COUNT(*) FROM Artist A, Performs P WHERE P.artist_id = A.artist_id GROUP BY A.name HAVING COUNT(*) >= 3 ORDER BY COUNT(*) DESC;",0.5,0.25,-0.25
"SELECT Artist.name,COUNT(Performs.artist_id) FROM Artist,Performs WHERE COUNT(Performs.artist_id)>=3 AND ( SELECT DISTINCT Performs.artist_id,Performs.track_id FROM Performs) GROUP BY Artist.name ORDER BY MAX(COUNT(Performs.artist_id));",0.0,0.25,0.25
"SELECT DISTINCT Artist.name, COUNT(Track.track_id) AS number FROM Artist, Track, Performs WHERE Performs.artist_id=Artist.artist_id AND Performs.track_id=Track.track_id AND number>=3 ORDER BY number DESC;",0.0,0.25,0.25
"SELECT  name, SUM(DISTINCT track_id)  FROM Performs P, Artist A  WHERE P.artist_id = A.artist_id AND SUM(DISTINCT track_id) > 2 ORDER BY(DISTINCT track_id) ;",0.0,0.0,0.0
"SELECT A.name, SUM(P.track_id) FROM Artist A, Performs P WHERE A.artist_id=P.artist_id GROUP BY P.artist_id HAVING SUM(P.track_id) >= 3 ORDER BY SUM(P.track_id) DESC;",0.0,0.25,0.25
"SELECT DISTINCT name, COUNT(Track.track_id)  FROM Artist, Track GROUP BY Artist.name HAVING COUNT(Track.track_id)>=3 ORDER BY COUNT(Track.track_id) DESC;",0.0,0.25,0.25
"SELECT name, SUM(track_id) FROM Artist JOIN Performs ON Artist.artist_id = Performs.artist_id GROUP BY artist_id HAVING SUM(track.id) >= 3 ORDER BY SUM(track_id) DESC;",0.0,0.25,0.25
"SELECT DISTINCT name, COUNT(track_id) as total FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND total >= 3 ORDER BY total DESC;",0.0,0.25,0.25
"SELECT name, COUNT(DISTINCT track_id) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND Artist.artist_id IN (SELECT artist_id WHERE (SELECT COUNT(DISTINCT track_id) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id) >= 3) GROUP BY name ORDER BY COUNT(DISTINCT track_id) DESC;",0.0,0.25,0.25
"SELECT name, COUNT(*) FROM Artist a WHERE artist_id IN ( SELECT DISTINCT p.artist_id, track_id  FROM Performs p ) HAVING COUNT(*) >= 3 ORDER BY COUNT(*) DESC;",0.0,0.25,0.25
"SELECT DISTINCT Artist.name, COUNT(Performs.track_id)  FROM Track, Performs WHERE Artist.artist_id=Performs.artist_id HAVING COUNT(Performs.track_id) >= 3  ORDER BY COUNT(Performs.track_id) DESC;",0.0,0.25,0.25
"SELECT name, COUNT(DISTINCT track_id) as distinct_tracks FROM Artist a JOIN Performs p ON(a.artist_id = p.artist_id) GROUP BY artist_id HAVING COUNT(DISTINCT track_id) >2  ORDER BY distinct_tracks;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(*)  FROM Artist, Performs  WHERE Track.track_id = Performs.track_id GROUP BY Artist.id  HAVING COUNT(Tracks.id) >= 3 ORDER BY DESC;",0.0,0.125,0.125
"SELECT name COUNT(name) FROM Track,Artist,Performs WHERE Track.track_id = Perform.track_id AND Perform.artist_id = Artist.artist_id GROUP BY name HAVING COUNT(name) >=3 ORDER BY COUNT(name)",0.0,0.0,0.0
"SELECT name, COUNT(DISTINCT p.track_id) FROM Artist a, Performs p, Track t WHERE a.artist_id=p.artist_id AND p.track_id=t.track_id GROUP BY name, p.track_id HAVING COUNT(DISTINCT p.track_id)>=3 ORDER BY COUNT(DISTINCT p.track_id) DESC;",0.0,0.25,0.25
"SELECT name, COUNT(Performs.track_id) AS tracks_played FROM Artist NATURAL JOIN Performs WHERE COUNT(Performs.track_id) >= 3 GROUP BY name ORDER BY tracks_played DESC;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(*) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id  GROUP BY Artist.name HAVING COUNT(*) >= 3 ORDER BY COUNT(*) DESC ;",0.5,0.25,-0.25
"SELECT A.name, COUNT(*) AS tracks_they_played FROM Artist A, Performs P WHERE A.artist_id = P.artist_id GROUP BY A.artist_id HAVING COUNT(*) >= 3 ORDER BY tracks_they_played DESC;",0.5,0.25,-0.25
"SELECT A.name, COUNT(T.track_id) FROM Artist A, Performs P, Track T WHERE P.artist_id = A.artist_id AND P.track_id = T.track_id GROUP BY A.name HAVING COUNT(T.track_id) > 2 ORDER BY COUNT(T.track_id) DESC;",0.5,0.25,-0.25
"SELECT DISTINCT name, COUNT(song) AS numberOfSongs FROM Track, Artist, Performs WHERE Artist.artist_id=Performs.artist_id AND Track.track_id=Perfroms.track_id GROUP BY name HAVING numberOfSongs>=3 ORDER BY numberOfSongs DESC;",0.0,0.25,0.25
"SELECT A.name, COUNT(DISTINCT P.track_id) AS stats FROM Artist A JOIN Performs P ON A.artist_id = P.artist_id WHERE COUNT(DISTINCT P.track_id) >= 3 GROUP BY A.name ORDER BY stats DESC;",0.0,0.25,0.25
"SELECT Artist.name, SUM(Performs.track_id) FROM Artist NATURAL JOIN Performs GROUP BY Artist.name HAVING count(Performs.track_id) > 2 DESC;",0.0,0.0,0.0
"SELECT Artist.name, COUNT (DISTINCT Performs.track_id) FROM Artist, Performs  WHERE Artist.artist_id = Performs.artist_id GROUP BY Artist.name HAVING COUNT (DISTINCT Performs.track_id) >= 3 ORDER BY COUNT (DISTINCT Performs.track_id) DESC;",1.0,1.0,0.0
"SELECT A.name, COUNT(P.track_id) AS count  FROM Artist A, Track T, Performs P  WHERE A.aritst_id=P.artist_id AND T.track_id=P.track_id  GROUP BY A.name  HAVING count >=3  ORDER BY count DESC;",0.0,0.25,0.25
"SELECT Artist.name, COUNT(DISTINCT Performs.track_id) AS artist_track_count FROM Artist, Performs WHERE Performs.artist_id = Artist.artist_id GROUP BY Artist.artist_id HAVING artist_track_count >= 3 ORDER BY artist_track_count DESC;",1.0,0.25,-0.75
"SELECT A.name, COUNT(P.track_id) FROM Artist A, Performs P WHERE A.artist_id = P.artist_id GROUP BY A.name HAVING COUNT(P.track_id) >= 3 ORDER BY COUNT(P.track_id) DESC;",0.5,0.25,-0.25
"SELECT DISTINCT A.name, COUNT(*) >= 3 FROM Artist A WHERE EXISTS (SELECT DISTINCT P.track_id FROM Performs P WHERE A.artist_id=P.artist_id) GROUP BY A.artist_id;",0.0,0.25,0.25
"SELECT name, COUNT DISTINCT(track_id)  FROM Artist, Performs  WHERE Artist.artist_id = Performs.artist_id  GROUP BY name  HAVING COUNT DISTINCT(track_id) >= 3  ORDER BY DESC;",0.0,0.0,0.0
"SELECT Artist.name, COUNT(DISTINCT Track.track_id) AS num_tracks FROM Artist, Performs, Track WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id GROUP BY Artist.name HAVING COUNT(DISTINCT Track.track_id) >= 3 ORDER BY DESC;",0.0,0.125,0.125
