Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
2,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
3,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
4,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
5,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
6,1,IPC033-295 v1,SELECT name  FROM Artist  WHERE death_date IS NULL ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
7,1,IPC033-295 v1,SELECT A.name FROM Artist A WHERE A.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
8,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
9,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
10,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
11,1,IPC033-295 v1,SELECT DISTINCT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
12,1,IPC033-295 v1,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced column ""death_rate"" not found in FROM clause!Candidate bindings: ""Artist.death_date""LINE 1: SELECT name FROM Artist WHERE NOT death_rate IS NULL;                                          ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
13,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
14,1,IPC033-295 v1,SELECT Artist.name FROM Artist WHERE Artist.death_date IS NOT NULL;,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
15,1,IPC033-295 v1,SELECT Artist.name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
16,1,IPC033-295 v1,SELECT name FROM Artist WHERE NOT death_date IS NULL,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
17,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
18,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
19,1,IPC033-295 v1,SELECT Artist.name  FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
20,1,IPC033-295 v1,SELECT name FROM Artist  WHERE Artist.death_date = 'NULL';,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
21,1,IPC033-295 v1,SELECT name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
22,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
23,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NOT NULL,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
24,1,IPC033-295 v1,SELECT name FROM Artist  WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
25,1,IPC033-295 v1,SELECT name  FROM Artist WHERE death_date is NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
26,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
27,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
28,1,IPC033-295 v1,SELECT name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
29,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
30,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
31,1,IPC033-295 v1,SELECT Artist.name FROM Artist WHERE Artist.death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
32,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
33,1,IPC033-295 v1,SELECT name  FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
34,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
35,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
36,1,IPC033-295 v1,SELECT a.name FROM Artist a WHERE a.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
37,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
38,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
39,1,IPC033-295 v1,SELECT Artist.name FROM Artist WHERE death_date = 'NULL';,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
40,1,IPC033-295 v1,SELECT DISTINCT name FROM Artist WHERE Artist.death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
41,1,IPC033-295 v1,SELECT name  FROM Artist WHERE death_date IS NULL,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
42,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NOT NULL;,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
43,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
44,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
45,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
46,1,IPC033-295 v1,SELECT DISTINCT name FROM Artist WHERE Artist.death_data IS NULL;,0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Table ""Artist"" does not have a column named ""death_data""LINE 1: SELECT DISTINCT name FROM Artist WHERE Artist.death_data IS NULL;                                               ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
47,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
48,1,IPC033-295 v1,SELECT name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
49,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
50,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
51,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
52,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
53,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
54,1,IPC033-295 v1,SELECT * FROM Artist WHERE death_date IS NULL;,0.75,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
55,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
56,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
57,1,IPC033-295 v1,SELECT name FROM Artist  Where death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
58,1,IPC033-295 v1,SELECT name FROM Artist a WHERE a.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
59,1,IPC033-295 v1,select name from Artist where death_date is null;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
60,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date NOT NULL;,0.875,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'select name from artist where death_date is null;'.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
61,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
62,1,IPC033-295 v1,SELECT name  FROM Artist  WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
63,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NOT NULL;,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
64,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
65,1,IPC033-295 v1,SELECT Artist.name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
66,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
67,1,IPC033-295 v1,SELECT a.name  FROM Artist AS a WHERE a.death_date is NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
68,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date is NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
69,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_data IS NULL;,0.75,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . Binder Error: Referenced column ""death_data"" not found in FROM clause!Candidate bindings: ""Artist.death_date""LINE 1: SELECT name FROM Artist WHERE death_data IS NULL;                                      ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
70,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
71,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date = NULL;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
72,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
73,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
74,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
75,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
76,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
77,1,IPC033-295 v1,SELECT name FROM Artist WHERE Artist.death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
78,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
80,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
81,1,IPC033-295 v1,SELECT name FROM Artist  WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
82,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
83,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
84,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
85,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
86,1,IPC033-295 v1,SELECT name FROM Artist WHERE death_date IS NULL;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
